text,category
하굣길에 항상 지나는 골목길의 가로등이 고장 나서 어두워 아이 혼자 다니기에 위험하다고 합니다. 겨울철 해가 일찍 지면서 더욱 걱정스러운 상황입니다. 학교에서 관할 구청에 가로등 수리를 요청해 주실 수 있는지 문의드립니다. 아이들의 등하굣길 안전 확보를 위해 꼭 부탁드립니다.,생활지도_안전
음악 시간에 사용하는 리코더를 친구가 입에 댔다는 이유로 위생 문제로 작은 다툼이 있었다고 합니다. 큰 다툼은 아니었지만 학용품 위생에 대한 지도가 필요해 보입니다. 개인 물품 관리에 대한 생활 지도를 부탁드립니다. 작은 갈등이 큰 다툼으로 번지지 않도록 미리 신경 써주시기 바랍니다.,생활지도_안전
체험학습을 위해 버스로 이동하는 중 안전벨트를 매지 않은 학생들이 있었다는 이야기를 아이에게 전해 들었습니다. 인솔 교사의 안전 점검이 충분했는지 걱정이 됩니다. 현장체험학습 시 안전 수칙 준수를 한 번 더 강조해 주시기 바랍니다. 아이들의 안전이 무엇보다 최우선되어야 할 것 같습니다.,생활지도_안전
최근 학교 화장실에서 일부 상급생들이 흡연을 한다는 소문을 들어서 걱정이 많이 됩니다. 사실 여부 확인과 함께 적절한 지도가 필요해 보입니다. 화장실 주변 순찰이나 관리를 강화해 주시기 바랍니다. 아이들 모두가 안전하게 화장실을 이용할 수 있는 환경이 되었으면 합니다.,생활지도_안전
저희 아이가 체육 시간에 철봉에서 떨어져 팔을 다쳤는데 매트 같은 안전장치가 따로 없었다고 합니다. 안전 장비 미비로 인한 사고가 아닌지 매우 우려됩니다. 사고가 일어난 경위 설명과 함께 시설 보완 계획을 알려주시기 바랍니다. 비슷한 사고가 다시 일어나지 않도록 꼭 부탁드립니다.,생활지도_안전
학교 앞 문구점 근처에서 상급생들이 하급생에게 돈을 요구하는 모습을 봤다는 다른 학부모의 제보를 전해 들었습니다. 직접 목격한 것은 아니지만 걱정이 되어 이렇게 말씀드립니다. 등하굣길 주변 지도를 강화해 주시기 바랍니다. 학교폭력 예방 차원에서 정확한 확인을 부탁드립니다.,생활지도_안전
교실에서 단체 줄넘기 수업을 하던 중 줄에 걸려 아이가 넘어지면서 무릎이 까졌네요. 왜 수업시간에 이렇게 위험한 활동을 하는 겁니까? 저희 아이가 이번엔 무릎까진 걸로 다행이지 뭐 무릎이 부러지면 어떡할 뻔 했나요? 선생님이 책임지시나요? 아니잖아요 학부모는 학교에 있을 수도 없는데 선생님께서 잘 봐주셔야 하는 거 아닌가요?,생활지도_안전
최근 저희 아이가 같은 반 친구로부터 욕설이 섞인 말을 자주 듣는다는 이야기를 들었습니다. 처음에는 그냥 장난으로 넘겼지만 점점 정도가 심해지고 있는 것 같습니다. 언어폭력에 해당할 수 있는 상황으로 보여 담임 선생님의 지도를 요청드립니다. 아이의 마음이 더 이상 다치지 않도록 신경 써주시기 바랍니다.,생활지도_안전
학교 후문 쪽 보도블록이 깨져 있어 아이가 걸려 넘어질 뻔했다는 이야기를 들었습니다. 등하굣길 보행 안전에 위협이 되는 부분이라 걱정이 됩니다. 학교 차원에서 시설 보수를 요청하거나 임시 안전 표시를 해주실 수 있는지 문의드립니다. 안전한 보행 환경 조성을 부탁드립니다.,생활지도_안전
체육대회 연습으로 줄다리기를 하다가 아이 손바닥에 밧줄로 인한 화상 자국이 크게 생겼습니다. 장갑 같은 보호 장비 없이 진행된 것은 아닌지 걱정이 됩니다. 활동 전 안전 장비가 충분히 지급되었는지 확인 부탁드립니다. 작은 부상이라도 예방이 무엇보다 우선인 것 같습니다.,생활지도_안전
최근 학교 주변에 배회하는 낯선 차량이 자주 목격된다는 이야기를 다른 학부모들과 나눈 적이 여러 번 있습니다. 아이들 안전이 걱정되어 이렇게 말씀드립니다. 등하교 시간대 학교 주변 순찰을 강화해 주시기 바랍니다. 학부모들에게도 미리 주의 안내 문자를 보내주시면 좋겠습니다.,생활지도_안전
저희 애가 성이 변씨 인데 친구들이 자꾸 변기라고 불러서 지금 자존감이 많이 내려갔어요 제 아이 상처 받은 거 어떻게 보상하실거예요? 저번에 민재가 자꾸 변기라고 불러서 민재 엄마한테도 경고 줬는데 또 이러네요 이젠 선생님도 어느정도 책임이 있지 않겠어요? 애 엄마가 지금 화가 많이 났네요. 선생님께서 확실하게 조치 취해주세요.,생활지도_안전
실과 시간에 칼이나 가위 등을 사용하는 활동에서 안전 수칙에 대한 설명이 부족했다고 아이가 말했습니다. 다친 학생은 없었지만 사전 안전 지도가 더욱 철저해야 할 것 같습니다. 위험한 도구를 사용하는 수업에서는 안전 교육을 항상 우선해 주시기 바랍니다. 참고하시어 진행해 주시면 감사하겠습니다.,생활지도_안전
교실 창문의 잠금장치가 고장 나서 바람이 세게 불면 갑자기 쾅 닫힌다고 합니다. 아이 손이 끼일 뻔했다는 이야기를 듣고 정말 놀랐습니다. 시설 점검과 빠른 수리를 요청드립니다. 교실 내 작은 고장이라도 자칫 큰 안전사고로 이어질 수 있으니 미리미리 신경 써주시기 바랍니다.,생활지도_안전
최근 아이가 단체 채팅방에서 은근히 따돌림성 메시지를 받았다며 휴대폰 화면을 보여줬습니다. 직접적인 욕설은 아니었지만 의도적으로 배제하는 느낌의 내용이었습니다. 사이버상의 또래관계 문제도 학교에서 함께 지도해 주실 수 있는지 문의드립니다. 아이의 마음 건강이 많이 걱정됩니다.,생활지도_안전
"저희 애가 열사병에 걸린 것 같아요 오늘 운동회 하면서 안 그래도 더운 날에 야외에 계속 있었다면서요? 하 참 기가 차서. 이런 건 쌤들이 미리 조치 해주셨어야죠. 이거 방임입니다만? 제가 고려대, 남편이 서울대 법대 나와서 변호사하는데 선생님은 두렵지 않으신가봐요? 조만간 고소장갈 예정이니 그렇게 아세요.",생활지도_안전
하교 도우미 차량을 운행하시는 기사님이 운전 중 휴대폰을 사용하는 모습을 봤다는 다른 학부모의 이야기를 전해 들었습니다. 아이들 안전과 직결되는 문제라 걱정이 큽니다. 통학 차량 안전 관리에 대한 점검을 부탁드립니다. 사실 확인 후 적절한 조치를 취해 주시기 바랍니다.,생활지도_안전
같은 반 친구가 저희 아이에게 지속적으로 시비를 걸고 몸으로 밀치는 행동을 한다고 합니다. 아이가 무섭다고 호소하고 있어서 마음이 정말 아픕니다. 학교폭력 여부를 포함한 정확한 사실 확인을 요청드립니다. 피해를 입은 아이가 안전하게 학교생활을 할 수 있도록 부탁드립니다.,생활지도_안전
체육 시간 피구 수업 중 공에 맞아 안경이 부서지면서 아이 얼굴에 작은 상처가 났습니다. 활동 강도나 규칙 설명이 충분했는지 궁금하고 걱정이 됩니다. 사고가 일어난 경위와 함께 향후 안전 대책을 안내해 주시기 바랍니다. 안경 파손에 대한 보상 절차도 함께 안내 부탁드립니다.,생활지도_안전
