text,category,urgency,department
방과 후 컴퓨터 교실 수업의 질이 예전보다 많이 떨어진 것 같습니다. 강사님이 수업 시간에 아이들 진도만 확인하시고 핸드폰만 보신다는 이야기를 아이에게 전해 들었습니다. 돈을 내고 듣는 수업인데 관리가 너무 부실한 것 같아 실망스럽습니다. 방과 후 강사님들에 대한 학교 차원의 주기적인 수업 모니터링을 요청합니다.,수업/학습 문제,보통,교무부
"오늘 오전 온라인 줌 수업 중에 접속 불량으로 튕긴 아이들이 많았는데, 선생님께서는 출석을 인정해주지 않으셨다고 합니다. 학교 시스템 문제나 일시적인 통신 오류로 인한 접속 지연인데, 이를 결석으로 처리하는 것은 너무 억울합니다. 접속 기록을 다시 확인해 주시고, 온라인 수업 시 유연한 출결 관리를 부탁드립니다.",수업/학습 문제,보통,교무부
"음악 리코더 수행평가 동영상 제출 기한이 수요일 저녁까지인데, 공지를 월요일 오후에 해주셔서 연습할 시간이 턱없이 부족합니다. 아파트에 살고 있어 늦은 저녁에는 층간소음 문제로 리코더를 불 수도 없는 상황입니다. 최소한 일주일 전에는 수행평가 일정을 알려주셔서 아이들이 충분히 연습할 수 있도록 배려해 주시기 바랍니다.",수업/학습 문제,보통,교무부
"코딩 정규 수업 진도가 너무 빠르게 나갑니다. 컴퓨터 학원을 다니지 않는 아이들은 용어조차 이해하지 못해 수업 시간 내내 멍하니 앉아만 있다고 합니다. 공교육에서 이루어지는 수업인 만큼, 선행학습을 하지 않은 학생들의 눈높이에 맞춰 기초부터 차근차근 가르쳐 주셨으면 합니다. 보충 자료라도 배부해 주시면 감사하겠습니다.",수업/학습 문제,보통,교무부
"매일 내주시는 한자 쓰기 숙제가 아이에게 너무 큰 부담이 되고 있습니다. 한 글자당 10번씩 써야 하는데, 의미를 이해하며 쓰기보다는 그저 칸 채우기에 급급한 단순 노동이 되어버렸습니다. 쓰기 횟수를 줄이더라도 사자성어의 뜻을 이해하고 활용하는 식의 의미 있는 학습 과제로 변경해 주실 수는 없는지 정중히 문의드립니다.",수업/학습 문제,보통,교무부
역사 수업이 지나치게 연도와 사건 이름 암기 위주로 진행되어 아이가 역사를 너무 지루한 과목으로 인식하고 있습니다. 흐름을 이해하고 역사적 인물의 입장에서 생각해 보는 토론식 수업이나 시청각 자료를 활용한 수업이 더 늘어났으면 좋겠습니다. 아이들이 우리 역사에 흥미를 가질 수 있도록 수업 방식을 조금 개선해 주세요.,수업/학습 문제,보통,교무부
"도덕 시간에 진행된 찬반 토론에서 소수 의견을 낸 아이들에게 선생님께서 면박을 주셨다는 이야기를 들었습니다. 토론 수업은 다양한 의견을 수용하고 논리적으로 설득하는 과정이어야 하는데, 정답이 정해져 있는 것처럼 유도하시는 것은 부적절하다고 봅니다. 자유롭게 발언할 수 있는 수업 분위기를 조성해 주시기를 간곡히 부탁드립니다.",수업/학습 문제,보통,교무부
"내일 실과 시간에 요리 실습이 있다고 들었는데, 학교에서 제공하는 조리 도구들의 위생 상태가 매우 불량하다고 아이가 걱정하고 있습니다. 저번 실습 때 프라이팬에 기름때가 그대로 남아 있었다고 하더군요. 식중독 등의 위험이 있으니 실습 전에 조리 기구 소독 및 세척 상태를 철저하게 점검해 주시기를 강력히 요청합니다.",수업/학습 문제,높음,교무부
이번 학기 창의적 체험활동 계획표를 보니 대부분 교실에서 종이접기나 영화 시청으로 대체되어 있습니다. 예전처럼 외부 강사를 초빙하거나 야외 생태 체험 등을 기대했는데 너무 부실하게 운영되는 것 같아 실망스럽습니다. 남은 학기 동안이라도 아이들이 다양한 경험을 할 수 있도록 보다 내실 있는 체험 프로그램을 기획해 주세요.,수업/학습 문제,보통,교무부
"학교에서 일괄 구매한 한문 부교재의 질이 너무 떨어집니다. 인쇄가 흐릿해서 글자가 잘 보이지 않는 페이지도 많고, 오탈자도 심심치 않게 발견됩니다. 아이들이 공부하는 책인데 검수도 제대로 안 된 교재를 선정한 이유를 모르겠습니다. 다음 학기 부교재 선정 시에는 학부모나 교사들의 꼼꼼한 사전 검토를 거쳐 주시길 바랍니다.",수업/학습 문제,높음,교무부
"수학 수업에서 익힘책 풀이 과정을 선생님이 칠판에 적어주기만 하고, 아이들이 각자 푼 것을 채점해주지는 않는다고 합니다. 아이가 틀린 문제를 왜 틀렸는지 모른 채 그냥 넘어가다 보니 비슷한 유형을 계속 틀리고 있습니다. 번거로우시더라도 일주일에 한 번이라도 아이들 익힘책을 걷어서 개별 피드백을 조금씩이라도 적어주셨으면 합니다.",수업/학습 문제,보통,교무부
"오늘 영어 듣기 평가 중에 교내 방송 스피커에서 지지직거리는 잡음이 너무 심하게 나서 뒷자리 아이들은 내용을 거의 듣지 못했다고 합니다. 시험 성적에 반영되는 중요한 평가인데 방송 시설 점검을 제대로 하지 않은 것 같습니다. 해당 학급에 한해 재시험을 치르거나, 불이익을 받지 않도록 점수 보정 조치를 취해 주시기 바랍니다.",수업/학습 문제,보통,교무부
"최근 치른 국어 논술형 평가 결과지를 받았는데, 점수만 적혀 있고 어떤 부분에서 감점되었는지 첨삭이 전혀 되어 있지 않습니다. 논리력이 부족한 건지 맞춤법이 틀린 건지 알아야 가정에서도 지도를 할 텐데 아쉽습니다. 선생님께서 바쁘시겠지만, 아이들의 글쓰기 능력 향상을 위해 짧은 코멘트라도 꼭 남겨주시길 부탁드립니다.",수업/학습 문제,보통,교무부
"과학 시간에 거의 매일 쪽지시험을 본다고 들었습니다. 배운 내용을 복습하는 취지는 이해하지만, 잦은 시험 탓에 아이가 학교 가는 것 자체를 스트레스 받아 하고 있습니다. 쪽지시험 횟수를 일주일에 한 번 정도로 줄이시고, 수업 시간에는 실험이나 탐구 활동에 더 많은 비중을 두어 주시면 감사하겠습니다. 긍정적인 검토 부탁드립니다.",수업/학습 문제,보통,교무부
"이번 수준별 이동수업 배정 결과에 대해 불만이 있습니다. 저희 아이는 지난번 시험에서 충분히 심화반에 들어갈 성적을 받았음에도 기초반으로 배정되었습니다. 반 편성 기준이 오직 지난 기말고사 성적순인지, 아니면 다른 평가 요소가 개입된 것인지 명확한 해명을 요구합니다. 기준이 명확하지 않다면 학부모들의 불신만 커질 것입니다.",수업/학습 문제,보통,교무부
원어민 선생님과 함께하는 영어 수업 시간에 원어민 교사는 뒤에 서 있기만 하고 한국인 선생님 위주로만 수업이 진행된다고 합니다. 원어민 교사와 직접 대화할 기회가 전혀 없다면 굳이 원어민 수업을 배정한 의미가 없지 않나요? 원어민 교사가 주도적으로 회화 연습을 이끌어갈 수 있도록 수업 방식을 개편해 주셨으면 합니다.,수업/학습 문제,보통,교무부
"음악, 미술 같은 예체능 과목의 내신 반영 비율이 너무 높아서 아이들이 국영수보다 예체능 수행평가에 매달리는 주객전도 현상이 발생하고 있습니다. 예체능은 타고난 재능이 영향을 미치는 과목인데, 이를 주요 과목과 동일한 비중으로 평가하는 것은 불합리하다고 봅니다. 예체능 과목은 절대평가로 전환하거나 반영 비율을 축소해 주세요.",수업/학습 문제,보통,교무부
방과 후 야간 자율학습 시간에 감독 선생님께서 자리에 안 계시는 경우가 많아 교실 분위기가 몹시 소란스럽다고 합니다. 공부하겠다고 남은 아이들인데 면학 분위기 조성이 전혀 안 되고 있어 차라리 학원 자습실로 보내는 게 낫겠다는 생각마저 듭니다. 자율학습 시간 동안 감독 교사의 순찰을 강화하여 정숙한 분위기를 유지해 주십시오.,수업/학습 문제,보통,교무부
매주 독서록을 작성하여 검사받는 제도가 아이들의 자율적인 독서 습관을 해치고 있습니다. 억지로 줄거리를 요약하고 억지 교훈을 짜내는 과정에서 오히려 책을 멀리하게 됩니다. 검사를 위한 독서록 쓰기보다는 한 달에 한 번 독서 토론회를 열어 아이들이 자유롭게 감상을 나누는 활동으로 대체해 주시는 것은 어떨지 건의해 봅니다.,수업/학습 문제,보통,교무부
"발표 위주의 국어 수업 방식 때문에 내성적인 저희 아이가 밤잠을 설치며 괴로워하고 있습니다. 모든 아이가 대중 앞에서 말하기를 잘할 수는 없는데, 발표 횟수만을 적극성의 척도로 삼아 수행평가 점수를 매기는 것은 부당합니다. 글쓰기나 시각 자료 제작 등 다른 방식으로도 참여도를 평가받을 수 있는 선택지를 마련해 주시기 바랍니다.",수업/학습 문제,보통,교무부
금요일마다 내주시는 수학 프린트 과제물이 10장이나 되어 주말 내내 아이가 문제만 풀고 있습니다. 주말에는 가족들과 시간을 보내거나 휴식을 취해야 하는데 과제에 짓눌려 지내는 모습이 안쓰럽습니다. 복습에 필요한 핵심 문제만 추려서 2~3장 내외로 과제량을 대폭 줄여주시길 간곡히 부탁드립니다. 아이들의 휴식권도 보장해 주세요.,수업/학습 문제,보통,교무부
이번 학기 수학 과제로 내주신 심화 문제집은 학교 진도보다 한참 앞선 내용을 담고 있어 선행학습을 하지 않은 아이들은 아예 손도 댈 수 없습니다. 학원이나 과외를 받는 아이들만 풀 수 있는 과제를 내주시는 것은 공교육의 취지에 어긋난다고 봅니다. 학교에서 배운 개념만으로 충분히 해결 가능한 난이도의 과제로 변경해 주십시오.,수업/학습 문제,보통,교무부
"과학 실험 관찰 보고서 양식이 초등학생이 작성하기에는 지나치게 복잡하고 전문적입니다. 가설 설정부터 변인 통제까지 요구하는데, 결국 부모가 대신 써주는 숙제가 되어버렸습니다. 아이 스스로 실험 결과를 관찰하고 느낀 점을 간단히 그림이나 글로 표현할 수 있는 수준으로 양식을 간소화해 주시기를 정중하게 요청하는 바입니다.",수업/학습 문제,보통,교무부
"어제 본 국어 받아쓰기 채점 결과를 보니 띄어쓰기 하나 틀렸다고 문장 전체를 오답 처리하셨더군요. 저학년 아이들에게는 너무 가혹한 채점 기준이 아닌가 싶습니다. 틀린 부분만 감점하거나, 띄어쓰기 오류는 세모 표시를 하여 다시 써보게 하는 식의 유연한 피드백이 아이들의 학습 동기 부여에 훨씬 도움이 될 것이라 생각합니다.",수업/학습 문제,보통,교무부
"현재 체육 수행평가 종목이 '뜀틀 넘기'인데, 저희 아이처럼 신체 활동에 두려움이 많은 아이들에게는 큰 스트레스입니다. 억지로 넘으려다 다칠 위험도 커 보입니다. 단일 종목으로 평가하기보다는 훌라후프, 줄넘기 등 다른 종목을 선택할 수 있는 기회를 주셔서 다양한 신체 능력을 골고루 평가받을 수 있게 해 주시면 감사하겠습니다.",수업/학습 문제,높음,교무부
주 1회 진행되는 진로 수업이 그저 적성 검사지나 돌리고 자습하는 시간으로 전락한 것 같습니다. 아이들이 다양한 직업 세계를 탐색하고 자신의 진로를 진지하게 고민할 수 있도록 외부 전문가 특강이나 직업 체험 프로그램 등을 적극적으로 도입해 주셨으면 합니다. 학교 차원에서 진로 교육의 전문성을 좀 더 높여 주시기를 바랍니다.,수업/학습 문제,보통,교무부
"방과 후 영어 보충수업 교재가 학기 중간에 갑자기 바뀌어 부모 입장에서는 교재비가 이중으로 들게 되었습니다. 기존 교재를 절반도 안 썼는데 충분한 설명 없이 새 교재를 강매하는 것 같아 매우 불쾌합니다. 교재를 변경해야만 했던 명확한 사유를 알려주시고, 기존 교재를 환불 처리하거나 끝까지 활용하는 방안을 강구해 주십시오.",수업/학습 문제,보통,교무부
"기말고사가 끝난 지 2주가 지났는데 아직도 과목별 성적 이의신청 기간 공지나 가채점 결과 확인이 이루어지지 않고 있습니다. 성적 처리가 지연되면서 방학 중 학원 등록이나 다음 학기 학습 계획을 세우는 데 큰 차질을 빚고 있습니다. 행정 처리를 서둘러 주시고, 평가 결과 공개 일정을 학부모들에게 신속히 안내해 주시기 바랍니다.",수업/학습 문제,보통,교무부
고등학교 3학년인데 국어 수업 시간에 수능 연계 교재인 EBS 교재는 거의 다루지 않고 선생님께서 직접 만드신 프린트물로만 수업을 하십니다. 수능이 얼마 남지 않은 시점에서 연계 교재 풀이가 무엇보다 중요한데 수업 방식이 입시 현실과 동떨어져 있는 것 같습니다. EBS 교재를 주교재로 활용하여 수업을 진행해 주실 것을 강력히 건의합니다.,수업/학습 문제,보통,교무부
"사회와 역사 과목에서 교과서 대신 매번 나누어주시는 프린트물 관리가 너무 어렵습니다. 아이가 잃어버리는 경우도 많고 순서대로 정리하기도 벅차 시험 기간에 공부할 자료가 부족해 쩔쩔맵니다. 가급적 교과서 위주로 진도를 나가주시고, 꼭 필요한 자료라면 학기 초에 하나의 제본된 책자로 묶어서 배부해 주셨으면 훨씬 수월할 것 같습니다.",수업/학습 문제,보통,교무부
수업 설명와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
수업 설명와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
과제 안내와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학생이 내용을 충분히 이해하기 어려웠다고 이야기했습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학생마다 이해 정도의 차이가 커 보였습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,보통,교무부
평가 기준와 관련해 학습 계획을 세우기 위해 추가 설명이 필요합니다. 학생들이 이해할 수 있도록 보충 설명을 부탁드립니다,수업/학습 문제,보통,교무부
