text,category,urgency,source,original_urgency
체육 수업 중 동작이 느리거나 몸치인 학생을 향해 전교생이 듣는 앞에서 공개적으로 면박을 주어 아이가 체육 시간 자체를 무서워하고 등교 거부감까지 느끼게 만들었습니다,교사 태도/행동,보통,external_prompt_round2,보통
학급 행사를 기획할 때 학생들의 의견을 수렴하는 절차 없이 교사 독단적으로 결정을 내리고 강제 참여를 요구하는 소통 부족 행태에 학부모 입장에서 납득하기 어렵습니다,교사 태도/행동,보통,external_prompt_round2,보통
"수행평가 채점 오류를 정중하게 지적하러 간 학생에게 화를 내며 ""내 권위에 도전하냐""는 식으로 고압적인 응대 태도를 보여 아이가 억울함에 밤새 눈물을 흘렸습니다",교사 태도/행동,보통,external_prompt_round2,보통
교사가 특정 종교관이나 개인적인 신념을 수업 시간마다 반복적으로 설파하며 학생들에게 동조를 강요하는 정신적 학대 환경에 대해 강력한 주의 조치를 요구합니다,교사 태도/행동,보통,external_prompt_round2,보통
학생들의 사생활이 담긴 일기장이나 플래너 내용을 동의 없이 다른 학생들 앞에서 소리 내어 읽어 심각한 인권침해와 수치심을 안겨준 교사의 경솔한 행동에 화가 납니다,교사 태도/행동,보통,external_prompt_round2,보통
부장 교사라는 직위를 이용해 평교사나 학생들에게 고압적인 명령조로 지시를 내리고 군대식 분위기를 조성하는 낡은 태도가 학교의 발전을 가로막고 있습니다,교사 태도/행동,보통,external_prompt_round2,낮음
학부모가 학사 일정에 대해 문의 메일을 보냈으나 수주일째 읽지 않고 답장도 없는 등 소통 부족과 무책임함의 극치를 보여주어 학교 시스템에 큰 실망을 했습니다,교사 태도/행동,보통,external_prompt_round2,낮음
교실 청소 상태가 마음에 들지 않는다며 먼지가 가득한 바닥에 학생들을 다시 앉히고 훈계를 늘어놓는 교사의 비위생적이고 가학적인 태도에 가슴이 답답합니다,교사 태도/행동,보통,external_prompt_round2,보통
"시험 출제 경향에 대해 질문하는 학생에게 ""학원 가서 배워라""며 공교육의 책무를 저버리는 발언을 당당하게 하는 교사의 무책임한 태도에 분노가 치밀어 오릅니다",교사 태도/행동,보통,external_prompt_round2,보통
교사가 수업 분위기가 흐려졌다는 이유로 중간에 책을 덮고 교실을 나가버려 남은 시간 동안 학생들이 방치되고 수업 진도 문제를 겪게 만드는 무책임한 응대 태도입니다,교사 태도/행동,보통,external_prompt_round2,보통
"학생들의 이름 대신 ""야"", ""너"" 또는 신체적 특징을 따서 만든 부적절한 별명으로 학생들을 호명하여 교실 내 정서적 인권침해를 유발하는 교사의 언행을 시정 바랍니다",교사 태도/행동,보통,external_prompt_round2,보통
남녀공학 학교에서 남학생과 여학생의 성별에 따라 청소 구역이나 과제 기준을 차별적으로 적용하여 가이드라인 안내 부족과 성차별적 위화감을 조성하는 교사의 태도입니다,교사 태도/행동,보통,external_prompt_round2,낮음
학생이 아파서 보건실에 가겠다고 했을 때 꾀병 부리지 말라며 조퇴를 막고 교실에 강제로 앉혀두어 아이가 끙끙 앓다가 병세를 키우게 만든 교사의 냉혈한 태도에 분노합니다,교사 태도/행동,보통,external_prompt_round2,보통
급식 지도를 하면서 자신이 좋아하는 반찬을 대량으로 먼저 챙겨가 정작 뒷줄에 선 학생들이 반찬 부족 현상을 겪게 만드는 교사의 이기적인 행동에 실망이 큽니다,교사 태도/행동,보통,external_prompt_round2,낮음
다문화 가정 학생의 발음이나 문화적 차이를 교실 수업 중에 은근히 유머 소재로 삼아 해당 학생에게 정서적 학대와 상처를 주는 교사의 무지한 응대 태도를 규탄합니다,교사 태도/행동,보통,external_prompt_round2,보통
매사에 무기력한 태도로 수업 진도를 대충 나가고 학생들의 질문에는 대답을 회피하는 복지부동형 교사 때문에 아이의 학업 학습 의욕이 크게 저하되고 있습니다,교사 태도/행동,보통,external_prompt_round2,낮음
가정환경 조사서를 걷으면서 부모의 직업이나 주거 형태를 은연중에 확인하고 학생을 대하는 태도가 눈에 띄게 달라지는 교사의 속물적인 태도에 상처를 받았습니다,교사 태도/행동,보통,external_prompt_round2,보통
"학교폭력 예방 상담을 신청했으나 ""네가 원인 제공을 한 것은 없냐""며 피해 학생에게 책임을 전가하는 2차 가해 응대 태도를 보인 상담 교사에게 매우 실망했습니다",교사 태도/행동,높음,external_prompt_round2,보통
수업 도중 자신의 사적인 감정으로 분을 이기지 못하고 교탁을 지휘봉으로 강하게 내리쳐 교실 전체에 공포 분위기를 가득 조성한 교사의 태도가 무섭다고 아이가 호소합니다,교사 태도/행동,보통,external_prompt_round2,보통
학부모 공개수업 날에만 평소와 다르게 다정한 척 가식적인 응대 태도를 보이고 평소에는 방임으로 일관하는 교사의 이중적인 행태에 교육적 불신이 깊어집니다,교사 태도/행동,보통,external_prompt_round2,낮음
"전학 온 학생에 대한 따뜻한 소개나 적응 가이드라인 안내 부족 상태로 교실 맨 뒷자리에 덜렁 앉혀두어 아이가 극심한 소외감과 정서적 걱정, 불안을 겪게 만들었습니다",교사 태도/행동,보통,external_prompt_round2,보통
방과 후 상담 약속을 교사의 개인 사정으로 당일 사전 연락도 없이 취소하여 먼 길을 찾아온 학부모를 문전박대하고 소통 부족으로 일관하는 태도에 화가 납니다,교사 태도/행동,보통,external_prompt_round2,낮음
학생들의 자치회 선거 과정에 특정 학생을 노골적으로 지지하거나 밀어주는 발언을 조례 시간에 하여 선거의 공정성을 훼손하는 교사의 편파적 태도를 시정해 주십시오,교사 태도/행동,보통,external_prompt_round2,보통
체육 교사가 운동장에서 남학생들에게만 공을 주고 여학생들은 그늘막 아래 자습을 주며 완전히 방치하는 성별 차별적 응대 태도가 매주 반복되고 있어 실망스럽습니다,교사 태도/행동,보통,external_prompt_round2,낮음
소지품 검사 명목으로 학생들의 가방을 거칠게 뒤엎고 물건을 바닥에 떨어뜨리며 고압적인 자세로 학생들을 범죄자 취급하는 선도 교사의 태도에 인권침해를 느낍니다,교사 태도/행동,보통,external_prompt_round2,보통
지각한 학생에게 반성문을 쓰게 하면서 반성문 양식이 마음에 들지 않는다는 이유로 수차례 찢어버려 학생의 인격을 모독하고 과제 부담 그 이상의 정서적 학대를 가했습니다,교사 태도/행동,보통,external_prompt_round2,보통
학교 행정업무가 바쁘다는 핑계로 담임교사가 학급 단톡방의 알림을 전면 차단해 두고 학생들의 긴급한 질문이나 소통 요구를 원천 방치하는 소통 부족 태도입니다,교사 태도/행동,보통,external_prompt_round2,낮음
"과학 교사가 수업 중 질문을 한 학생에게 ""그건 학원 선행학습 내용이니 여기서 묻지 마라""며 고압적으로 묵살하여 아이의 순수한 학습 탐구 의욕을 꺾어버렸습니다",교사 태도/행동,보통,external_prompt_round2,보통
내성적이고 조용한 학생들의 의견은 철저히 묵살하고 목소리 크고 외향적인 학생들의 요구만 수용하는 학급 운영 태도 때문에 아이가 교실 수업에서 소외감을 느낍니다,교사 태도/행동,보통,external_prompt_round2,낮음
"학부모가 전화를 걸었을 때 귀찮다는 듯이 퉁명스러운 목소리로 응대하고 ""용건만 간단히 하라""며 고압적인 태도로 일관해 통화 내내 심장이 두근거리고 가슴이 답답했습니다",교사 태도/행동,보통,external_prompt_round2,보통
"학생이 실수로 물을 쏟았을 때 다정하게 닦아주기는커녕 ""칠칠치 못하다""며 반 전체 학생들 앞에서 면박을 주어 아이가 집에 와 서러움의 눈물을 흘리게 만들었습니다",교사 태도/행동,보통,external_prompt_round2,보통
"학습 진도를 다 나가지 못했음에도 시험 기간이 다가오자 ""나머지는 각자 알아서 공부하라""며 책임을 학생과 가정에 떠넘기는 무책임한 교사의 태도에 실망이 큽니다",교사 태도/행동,보통,external_prompt_round2,보통
동아리 담당 교사가 동아리 활동 예산을 어디에 썼는지 학생들에게 투명하게 공지하지 않고 소통 부족 상태로 일관하여 학생들 사이에서 불신이 가득 피어나고 있습니다,교사 태도/행동,보통,external_prompt_round2,낮음
수업 중에 졸고 있는 학생의 책상을 발로 강하게 차서 깨우는 등 학생의 신체적 정서적 안전을 위협하고 공포심을 유발하는 교사의 폭력적인 응대 태도를 규탄합니다,교사 태도/행동,높음,external_prompt_round2,보통
학업 성적이 떨어진 학생에게 면담을 하자고 불러내어 비난 섞인 훈계만 늘어놓아 아이의 자존감을 바닥으로 떨어뜨리고 학업 포기 심리를 유발하는 담임교사의 태도입니다,교사 태도/행동,보통,external_prompt_round2,보통
가정통신문 제출 기한을 하루 넘겼다는 이유로 교무실 앞에 서서 벌을 서게 하여 아이에게 정서적 학대와 과도한 수치심을 안겨준 행정에 강력히 항의합니다,교사 태도/행동,보통,external_prompt_round2,보통
"새 학기 첫날부터 학생들에게 ""나는 무서운 사람이니 내 말에 복종하라""며 군대식 서열 문화를 조장하고 교실 분위기를 싹막하게 가득 채운 교사의 고압적 태도입니다",교사 태도/행동,보통,external_prompt_round2,보통
급식으로 나오는 국과 반찬이 식단표 공지와 달리 매번 미지근하거나 완전히 식은 채로 배식되어 학생들이 맛없는 식사를 하며 위생 안전사고 위험을 우려하고 있습니다,급식,높음,external_prompt_round2,낮음
급식 메뉴에 튀김이나 인스턴트 가공식품 비중이 너무 높아 학생들의 영양 불균형이 우려되며 오후 수업 시간 내내 아이들이 소화 불량과 두통을 호소합니다,급식,보통,external_prompt_round2,보통
급식실에서 제공되는 수저와 식판에 기름때나 이전 식사 잔여물이 묻어 있는 등 위생 관리 부실 상태가 방치되어 아이가 불쾌감과 정서적 학대 느낌을 받았습니다,급식,보통,external_prompt_round2,보통
급식 양 배정 가이드라인 안내 부족으로 인해 늦게 식당에 도착한 뒷번호 학급 학생들은 고기 반찬이 부족하여 국물만 받아 가는 차별 대우 불이익이 반복됩니다,급식,낮음,external_prompt_round2,보통
급식 식단에 학생들의 선호도가 전혀 반영되지 않고 맛없는 채소 위주의 식단만 고집하여 다수의 아이들이 급식을 통째로 버리고 매점 과자로 배를 채우는 방치 상황입니다,급식,보통,external_prompt_round2,낮음
급식실 줄서기 공간 관리가 안 되어 학생들이 새치기를 하거나 밀쳐서 식판을 놓치고 밥을 쏟는 등 질서 무너짐 환경이 매일 점심시간마다 반복되어 가슴이 답답합니다,급식,보통,external_prompt_round2,보통
"급식으로 제공된 과일(방울토마토, 사과)의 신선도가 떨어져 물러 터지거나 멍이 가득한 상태로 배식되어 학생들의 먹거리 위생 안전에 대한 신뢰가 매우 실망스럽습니다",급식,높음,external_prompt_round2,보통
특정 식품 알레르기가 있는 학생들을 위한 대체 식단 안내 부족과 배려 부족으로 인해 알레르기 유발 물질이 포함된 줄 모르고 먹은 아이가 두드러기 위험을 겪었습니다,급식,높음,external_prompt_round2,보통
급식에 나오는 김치가 너무 맵고 시어서 저학년 학생들이나 매운 음식을 못 먹는 아이들은 반찬으로 손도 대지 못하고 맨밥만 먹는 방치 상황을 겪고 있습니다,급식,보통,external_prompt_round2,낮음
급식실 식사 시간이 너무 짧게 배정되어 배식받고 자리에 앉으면 10분 만에 허겁지겁 먹고 나가야 해 아이들이 상습 체증과 과제 부담 이상의 소화 스트레스를 겪습니다,급식,보통,external_prompt_round2,보통
"급식소 조리원들의 고압적인 응대 태도와 ""남기지 말고 다 먹으라""는 식의 강요 때문에 아이가 잔반 검사 통과에 정서적 공포와 불안을 느끼며 집에 와 눈물 흘립니다",급식,보통,external_prompt_round2,보통
급식 메뉴에 고기류 반찬이 나올 때 뼈가 너무 많거나 질겨서 학생들이 씹다가 치아 부상을 입을 뻔한 아찔한 안전사고 위험이 도사리고 있으나 조리 개선이 없습니다,급식,높음,external_prompt_round2,보통
급식실 내부 환경이 환기가 안 되어 음식 냄새와 열기가 가득 차 에어컨을 틀어도 땀을 흘리며 불쾌한 환경에서 식사를 해야 하니 학습 의욕 저하로 이어집니다,급식,보통,external_prompt_round2,낮음
급식비 단가는 인상되었음에도 불구하고 식단의 질이나 구성은 오히려 퇴보하여 부실 급식 의혹 불신이 학부모들 사이에서 가득 차오르고 있어 소통 부족을 느낍니다,급식,보통,external_prompt_round2,보통
급식으로 나온 밥이 너무 질거나 반대로 생쌀처럼 굳어 있어 학생들이 소화를 시키지 못하고 오후 교실 수업 시간 내내 배탈과 만성 피로 증세를 호소하고 있습니다,급식,보통,external_prompt_round2,낮음
급식 반찬의 간이 너무 짜거나 자극적이어서 학생들이 식사 후 오후 내내 갈증을 호소하며 정수기 앞으로 몰려 수업 진도와 쉬는 시간 소란을 유발하고 있습니다,급식,보통,external_prompt_round2,낮음
급식실 바닥에 음식물 찌꺼기와 물기가 그대로 방치되어 있어 식판을 든 학생들이 걸어가다 미끄러지는 낙상 안전사고 위험이 매일 상존하고 있어 화가 납니다,급식,높음,external_prompt_round2,보통
급식으로 나오는 생선 요리에 가시가 너무 많이 제대로 제거되지 않은 채 배식되어 아이들이 목에 가시가 걸리는 아찔한 신체 건강 위험을 직접 겪고 우옵니다,급식,높음,external_prompt_round2,보통
급식소에서 사용하는 플라스틱 컵과 식기류가 노후화되어 흠집이 가득하고 그 사이에 세균 번식 위생 안전사고 위험이 높은데도 식기 교체가 이루어지지 않습니다,급식,높음,external_prompt_round2,보통
급식 식단표에 표기된 영양 성분 및 칼로리 정보 안내 부족 상태로 인해 비만 관리가 필요한 학생이나 소아당뇨를 겪는 아이들이 식단 조절에 큰 어려움을 겪습니다,급식,낮음,external_prompt_round2,낮음
급식 배식 조가 특정 학급 교사의 사적 친분 조치에 따라 순서가 임의로 변경되어 규칙을 지킨 아이들이 점심시간 권리를 침해당하고 학교 행정에 매우 실망스럽습니다,급식,보통,external_prompt_round2,낮음
급식으로 제공되는 국물 요리에 MSG 나 조미료 맛이 지나치게 강하게 나서 먹고 나면 입안이 텁텁하고 아이들이 두통과 구토 증세 불안을 호소하는 환경입니다,급식,보통,external_prompt_round2,낮음
급식실 퇴식구 공간이 너무 협소하여 잔반을 버리려는 학생들이 엉켜 냄새나는 국물이 옷에 튀거나 위생 오염 스트레스를 유발하는 구조적 문제가 방치됩니다,급식,보통,external_prompt_round2,낮음
"급식 영양사가 학부모들의 식단 개선 건의 사항에 대해 소통 부족 창구로 일관하며 ""예산 맞춰 하는 공적인 일이니 간섭 말라""는 고압적 태도를 보여 답답합니다",급식,낮음,external_prompt_round2,보통
"급식으로 나오는 유제품(우유, 요구르트)의 보관 시설 온도가 낮지 않아 미지근한 상태로 배식되어 여름철 식중독 위생 안전사고 위험이 심각하게 우려됩니다",급식,높음,external_prompt_round2,보통
급식 메뉴가 매주 지나치게 중복되어 월요일에 나온 반찬 재활용 의혹 불신이 생길 정도로 식단의 다양성이 결여되어 학생들의 급식 만족도가 바닥을 칩니다,급식,보통,external_prompt_round2,낮음
급식실 의자의 등받이가 없어 학생들이 불편한 자세로 식사를 하느라 척추 통증을 호소하며 편안해야 할 식사 시간이 정서적 고통 환경으로 변질되었습니다,급식,보통,external_prompt_round2,낮음
급식에 사용되는 식재료의 원산지 표시 안내 부족 상태가 지속되어 국내산 고품질 재료를 사용하는지 학부모 입장에서 납득하기 어렵고 불안감이 가득합니다,급식,낮음,external_prompt_round2,보통
급식실 배식 구역 조명이 너무 어두워 음식 내부의 이물질을 눈으로 식별하기 어려운 환경이며 이로 인해 위생 안전사고 위험을 조기에 차단하지 못하고 있습니다,급식,높음,external_prompt_round2,보통
급식으로 나오는 빵이나 떡 제품이 퍽퍽하고 건조하여 학생들이 먹다가 목이 메어 캑캑거리는 상황이 발생하는데도 식수대 시설과의 동선 배치가 부실합니다,급식,보통,external_prompt_round2,낮음
급식 조리실 내부를 학부모 모니터링단에게 공개하지 않고 비밀주의 소통 부족 태도로 일관하여 청결 상태에 대한 의구심과 교육 불신을 키우고 있어 분노합니다,급식,보통,external_prompt_round2,보통
"급식 반찬 중 채소류(나물, 샐러드)의 세척 상태가 불량하여 진흙이나 작은 벌레 사체가 발견되는 끔찍한 위생 안전사고 위험 사태가 발생하여 실망이 극에 달했습니다",급식,높음,external_prompt_round2,보통
급식실에 배치된 휴지나 냅킨 시설이 항상 부족하여 학생들이 음식을 흘렸을 때 옷이나 손으로 닦아야 하는 불결하고 열악한 방치 상황이 계속되고 있습니다,급식,보통,external_prompt_round2,낮음
급식 메뉴 중 세계 요리 특집이라며 정체불명의 퓨전 음식을 내놓아 학생들이 한 입도 먹지 못하고 전량 잔반으로 버리는 예산 낭비 행태에 가슴이 답답합니다,급식,보통,external_prompt_round2,낮음
급식실 직원들이 배식할 때 위생 장갑을 낀 손으로 돈이나 스마트폰을 만진 후 그대로 음식을 집어 배식하는 위생 관념 실종 행태에 너무 화가 나고 실망스럽습니다,급식,보통,external_prompt_round2,보통
급식으로 나오는 숟가락의 크기가 너무 크거나 작아 저학년 아이들이 입을 다치거나 음식을 흘리며 정서적 상처와 과제 부담 이상의 식사 스트레스를 겪습니다,급식,보통,external_prompt_round2,낮음
급식 식단에 매운 반찬만 3가지 이상 겹쳐서 나오는 날이 많아 매운 음식을 못 먹는 학생들은 국에 밥만 말아 먹고 교실 수업 시간 피로와 배고픔을 호소합니다,급식,보통,external_prompt_round2,낮음
급식실 한구석에 잔반 통이 상시 노출되어 있어 식사하는 테이블 바로 옆에서 구토를 유발하는 비위생적인 풍경과 악취 환경 오염이 방치되는 상황에 항의합니다,급식,보통,external_prompt_round2,보통
급식으로 제공된 닭고기 요리가 내부까지 완전히 익지 않아 붉은 핏기가 도는 상태로 배식되어 학생들이 살모넬라균 등 위생 안전사고 위험에 직면했습니다,급식,높음,external_prompt_round2,보통
급식실 입장 순서 배정 가이드라인 안내 부족으로 인해 특정 학년이 매번 점심시간의 절반이 지난 후에야 입장을 할 수 있어 휴식 권리를 불평등하게 침해당합니다,급식,낮음,external_prompt_round2,보통
급식소에 정수기 시설 대수가 학생 수에 비해 너무 적어 식사 후 물 한 모금 마시기 위해 수십 명이 긴 줄을 서다 종이 울려 교실로 뛰어가는 열악한 환경입니다,급식,보통,external_prompt_round2,낮음
급식으로 나오는 국물의 염도가 너무 높아 짠맛이 강함에도 염도 측정 수치 안내 부족 상태를 고수하며 학생들의 신체 건강 관리를 소홀히 하고 있습니다,급식,낮음,external_prompt_round2,보통
"급식실 내 교직원 전용 식사 구역은 화려하고 쾌적하게 꾸며놓은 반면, 학생 구역은 낙후되고 비좁아 은근한 차별 대우와 소외감을 조장하는 행정에 화가 납니다",급식,보통,external_prompt_round2,낮음
급식 메뉴 중 샌드위치나 햄버거의 패티가 가공 향료 맛이 너무 심해 학생들이 거부감을 느끼며 학교 급식의 영양 학적 가치에 매우 실망스럽다고 토로합니다,급식,보통,external_prompt_round2,낮음
급식실 퇴식구 앞에 잔반을 버리는 도우미 학생들에게 고압적인 태도로 지시를 내리고 청소를 강제하는 등 학생 자치권을 침해하는 생활지도 방식에 항의합니다,급식,보통,external_prompt_round2,보통
급식으로 나오는 수프나 죽 요리가 너무 묽어 물처럼 흘러내려 학생들이 식판을 들고 걸어가다 주변 사람에게 쏟아 화상을 입히는 안전사고 위험이 상존합니다,급식,높음,external_prompt_round2,보통
급식실 입구에 미끄럼 방지 매트 시설이 깔려 있지 않아 비가 오는 날 학생들이 신발에 묻은 물기 때문에 대형 낙상 위험을 겪고 있으나 방치되어 있습니다,급식,높음,external_prompt_round2,보통
급식 메뉴 개발을 위한 학생 설문조사를 실시했으나 결과 반영 내역에 대한 소통 부족 창구로 일관하며 기존의 부실한 식단을 무한 반복하는 행태에 실망했습니다,급식,보통,external_prompt_round2,낮음
급식으로 나오는 조미김이나 디저트류의 비닐 포장지가 너무 질겨 아이들이 손으로 뜯다가 대형 사고로 음식을 쏟아 교실 수업 전 정서적 상처를 입고 눈물 흘립니다,급식,높음,external_prompt_round2,낮음
급식실 내 테이블 위생 행주 소독이 제대로 안 되어 테이블을 닦아도 쉰내가 진동하는 열악한 위생 환경 속에서 아이들이 억지로 밥을 먹는 방치 상황입니다,급식,보통,external_prompt_round2,보통
쉬는 시간 복도에서 학생들이 술래잡기를 하며 전속력으로 뛰어다니는데도 생활지도 교사가 제지하지 않아 부딪힌 아이가 낙상 상해를 입을 위험이 상존합니다,생활지도/안전,높음,external_prompt_round2,보통
학교 앞 문구점 주변에서 불량 식품이나 사행성 뽑기 기계가 무분별하게 운영되고 있으나 학교 차원의 하교 시간 유해 환경 단속 생활지도가 전무하여 방치됩니다,생활지도/안전,높음,external_prompt_round2,낮음
학생들의 등교 시간 복장 단속을 하면서 귀걸이나 양말 색상 같은 사소한 규정 위반으로 교문 앞에 수십 분간 서 있게 해 정서적 학대와 수치심을 유발합니다,생활지도/안전,높음,external_prompt_round2,보통
체육 수업 전 준비운동을 소홀히 한 채 바로 축구나 피구 경기를 진행하여 학생들이 근육 파열이나 염좌 등 신체 안전사고 위험에 노출되는 환경이 방치됩니다,생활지도/안전,높음,external_prompt_round2,보통
교실 내에서 스마트폰 단속 가이드라인 안내 부족으로 인해 수업 시간 중 카카오톡이나 게임을 하는 아이들이 많아 면학 분위기와 안전 생활지도가 무너지고 있습니다,생활지도/안전,높음,external_prompt_round2,낮음
쉬는 시간 화장실 구석에서 학생들이 거친 욕설과 언어폭력을 쓰며 장난을 치는데도 교사들의 화장실 순찰 생활지도가 사각지대로 남아 있어 아이가 무서워합니다,생활지도/안전,높음,external_prompt_round2,보통
자전거 통학을 하는 학생들이 헬멧 등 보호장구를 착용하지 않고 정문을 드나드는데도 이를 단속하거나 안전지도를 하는 교사가 보이지 않아 걱정이 가득합니다,생활지도/안전,높음,external_prompt_round2,보통
비가 오는 날 교문 앞에서 우산을 접으며 들어오는 학생 동선 생활지도가 안 되어 우산 살에 눈을 찔릴 뻔한 아찔한 안전사고 위험을 아이가 직접 목격했습니다,생활지도/안전,높음,external_prompt_round2,보통
학급 단톡방에서 특정 학생을 배제하거나 저격하는 글을 올리는 사이버 불링 정황을 담임교사가 인지하고도 소통 부족 태도로 방관하여 피해가 커지고 있습니다,생활지도/안전,높음,external_prompt_round2,보통
점심시간 운동장 주변 후미진 창고 사각지대에서 일부 비행 학생들이 모여 소란을 피우는데도 CCTV 모니터링이나 교사 순찰 생활지도가 없어 불안 환경입니다,생활지도/안전,높음,external_prompt_round2,보통
이동 수업 시 학생들이 계단에서 우측통행 규칙을 지키지 않고 뒤엉켜 내려오다 밀쳐져 구를 뻔한 낙상 안전사고 위험이 상존함에도 보행 생활지도가 실종되었습니다,생활지도/안전,높음,external_prompt_round2,보통
교실 내 커터칼이나 가위 등 날카로운 문구류 안전 사용 규칙 안내 부족 상태로 학생들이 위험한 칼치기 장난을 치는데도 교사는 주의를 주지 않고 방임합니다,생활지도/안전,높음,external_prompt_round2,보통
미세먼지 경보 발령 날 야외 체육 활동을 자제하라는 지침을 어기고 운동장에서 피구를 강행하여 학생들이 호흡기 질환 건강 위험을 호소하는 안일한 생활지도입니다,생활지도/안전,높음,external_prompt_round2,보통
교내 밴드부 연습실의 고전압 앰프와 멀티탭 전선 정리가 안 되어 학생들이 발에 걸려 넘어지거나 감전 안전사고 위험이 높은데도 동아리 생활지도가 부실합니다,생활지도/안전,높음,external_prompt_round2,보통
하교 시간 교문 앞 좁은 인도에 학생들이 한꺼번에 몰려 차도로 밀려 내려와 주행하는 차량과 부딪힐 뻔한 교통 안전사고 위험이 매일 반복되나 방치 상태입니다,생활지도/안전,높음,external_prompt_round2,보통
학생증을 소지하지 않은 학생들을 교문에서 고압적인 태도로 단속하며 벌점을 무차별 부과하여 아침부터 아이들에게 심각한 스트레스와 학대 감정을 안겨줍니다,생활지도/안전,높음,external_prompt_round2,낮음
청소 시간 걸레자루를 가지고 칼싸움 장난을 치거나 창문 밖으로 먼지를 터는 위험한 행동을 교실 내 감독 교사가 배치되지 않아 생활지도가 차단되었습니다,생활지도/안전,높음,external_prompt_round2,보통
"학교폭력 피해 우려로 상담을 청한 학생에게 ""친한 친구끼리 사소한 오해""라며 합의를 종용하는 담임교사의 무능한 생활지도 태도에 너무 화가 나고 실망스럽습니다",생활지도/안전,높음,external_prompt_round2,보통
동절기 운동장 진입로 빙판길 미끄럼 방지 염화칼슘 살포가 지연되어 아이들이 넘어지는 낙상 위험이 가득함에도 등교 지도 시 보행 생활지도가 안 이뤄집니다,생활지도/안전,높음,external_prompt_round2,보통
매점 이용 시 학년별 질서 유지 가이드라인 안내 부족으로 인해 덩치 큰 상급생들이 하급생들을 밀치고 새치기를 하는 갈취 분위기 안전사고 위험이 방치됩니다,생활지도/안전,높음,external_prompt_round2,보통
교실 안에서 관상용 선인장이나 날카로운 화분을 창틀에 두어 떨어질 경우 아래 보행 학생이 맞을 낙하 안전사고 위험이 높은데도 환경 정비 지도가 없습니다,생활지도/안전,높음,external_prompt_round2,낮음
방과 후 자율학습 종료 후 늦은 귀가 시간 정문 앞 어두운 골목길에 생활지도 순찰 교사가 배치되지 않아 학생들이 범죄 위험에 대한 걱정과 불안을 호소합니다,생활지도/안전,높음,external_prompt_round2,보통
학교 축제 현장 체험학습 버스 탑승 시 안전벨트 착용 여부를 인솔 교사가 확인하지 않고 출발하여 대형 교통 안전사고 위험을 자초하는 안일함에 분노합니다,생활지도/안전,높음,external_prompt_round2,보통
컴퓨터실 수업 중 유해 사이트 무설정 접속을 방치하여 학생들이 음란물이나 도박 광고에 노출되는데도 정보 생활지도 모니터링이 실종되어 납득하기 어렵습니다,생활지도/안전,높음,external_prompt_round2,보통
지진 및 화재 대피 훈련 시 대피 경로 안내 부족과 교사들의 우왕좌왕 소통 부족 태도로 인해 학생들이 계단에서 병목현상 압사 위험을 겪으며 실망을 표합니다,생활지도/안전,높음,external_prompt_round2,보통
특이 성향을 보이며 타인에게 물건을 던지는 분노조절 학생을 일반 교실 내에 아무런 격리나 전문 지도 조치 없이 방치하여 주변 아이들이 상해 위험에 시달립니다,생활지도/안전,높음,external_prompt_round2,보통
급식실 대기 줄에서 학생들이 장난으로 뒷사람을 밀치는 밀치기 행위를 배식 지도 교사가 보고도 훈계하지 않고 지나쳐 안전 불감증에 가슴이 답답합니다,생활지도/안전,높음,external_prompt_round2,보통
탈의실 남녀 이용 시간 분리 가이드라인 안내 부족으로 이성 학생이 문을 열어 사생활 인권침해와 수치심 정서적 학대를 유발하는 부실한 생활지도 실태입니다,생활지도/안전,높음,external_prompt_round2,보통
교실 문을 거칠게 발로 차서 열거나 쾅 닫는 위협적인 행동을 일삼는 불량 학생에 대한 즉각적인 제지나 행동 교정 생활지도가 이루어지지 않고 방치 상태입니다,생활지도/안전,높음,external_prompt_round2,보통
체육 대회 야외 활동 중 대열을 이탈해 매점으로 뛰어가는 학생들을 인솔 교사들이 잡담하느라 통제하지 않아 대열 무너짐 안전사고 위험을 유발했습니다,생활지도/안전,높음,external_prompt_round2,보통
과학실 알코올램프 사용 실험 수업 시 불꽃을 켠 채 자리를 비우는 위험 행동을 담당 교사가 교탁에서 노트북만 보느라 인지하지 못하고 방임하는 열악한 환경입니다,생활지도/안전,높음,external_prompt_round2,보통
학교 주변 공사 현장 인도 단절로 아이들이 차도로 우회 등교를 하는데도 학교 차원의 임시 통학로 안전 요원 배치나 보행 생활지도가 소홀하여 위험합니다,생활지도/안전,높음,external_prompt_round2,보통
교내 옥상 출입문 고장 잠금장치를 수일째 보수하지 않아 학생들이 난간에서 장난치는 아찔한 추락 위험이 상존함에도 순찰 생활지도가 완전히 손놓였습니다,생활지도/안전,높음,external_prompt_round2,보통
학급 내 금전 거래나 물품 강매 같은 경제적 인권침해 비행 정황에 대해 아이들끼리의 장난이라며 소통 부족으로 일관하고 생활지도를 외면하는 담임교사입니다,생활지도/안전,높음,external_prompt_round2,보통
선도부 학생들이 교문 앞에서 위협적인 눈빛과 짜증 섞인 응대 태도로 학우들을 단속하며 공포 분위기를 조장하는 구시대적 생활지도 방식을 시정 바랍니다,생활지도/안전,높음,external_prompt_round2,낮음
